time,V_C,I_L,V_IN
0.0007704999999999999,-113.08155754196869,1.9331499803852643,-80.96101990454714
0.000771,-109.26802667220223,2.1700946305645914,-87.09171928567658
0.0007714999999999999,-105.09175810936175,2.325591310163866,-94.4378103768521
0.000772,-100.75045707342626,2.3427575008756176,-99.46704693005111
0.0007725,-96.48295905963798,2.2383019112741174,-103.74869837215493
0.0007729999999999999,-92.47661506320566,2.0754939794399103,-105.96844600275597
0.0007735,-88.81267271295243,1.8803807003166928,-103.45597094451306
0.000774,-85.52293243100465,1.682326093535794,-98.25213605498215
0.0007745,-82.5882440315491,1.4843580011556663,-93.84442341814182
0.000775,-80.01295882862746,1.2976744648444152,-92.67716506949245
0.0007754999999999999,-77.7729029311416,1.1221731800447812,-96.44286219452988
0.000776,-75.9022461655764,0.8848709797116968,-101.83955437707029
0.0007765,-74.53215678533124,0.589102396576075,-107.27093766068401
0.0007769999999999999,-73.76668693150185,0.22440273978187064,-113.59209601094703
0.0007775,-73.72915256420792,-0.18594878742241985,-119.1579429675796
0.0007779999999999999,-74.48345362256643,-0.6326506851968255,-123.35335646978112
0.0007785,-76.08325723142052,-1.1015195282502392,-127.09220340717565
0.000779,-78.55789372720517,-1.5684418306936752,-131.00578721734198
0.0007794999999999999,-81.86847121839862,-2.0017100235854777,-133.42919904876183
0.00078,-85.97789895013558,-2.4327958430062084,-134.40768911049562
0.0007804999999999999,-90.85761327476368,-2.8293465269770377,-135.81967594875263
0.000781,-96.42410220222426,-3.1717310057982426,-134.01505449444602
0.0007815,-102.55622038960064,-3.433948405777134,-131.25581572511396
0.0007819999999999999,-109.06552437236587,-3.580516883729069,-127.82743143154477
0.0007825,-115.75372671005853,-3.6256856248318643,-122.61776501056887
0.000783,-122.44507122604973,-3.574849422071362,-116.15361243461983
0.0007835,-128.87320280858683,-3.34480001136536,-107.75291083412505
0.000784,-134.75497757767806,-2.990419372882302,-99.22368237097204
0.0007844999999999999,-139.8871315132026,-2.527583321336061,-92.28953701540158
0.000785,-144.02286457364693,-1.9229856000656829,-86.00975459436498
0.0007855,-146.97500667104666,-1.2597542021241952,-82.27237582365255
0.0007859999999999999,-148.6615175155843,-0.5581941534618411,-78.98708958803479
0.0007865,-149.02007840978897,0.1724524377568719,-75.8727774344371
0.0007869999999999999,-148.02128891468064,0.9079296656386533,-73.30956429263055
0.0007875,-145.6762489319285,1.6238315343942697,-72.09338837187309
0.000788,-142.03714956988097,2.2969601565877427,-74.89992000379279
0.0007884999999999999,-137.22219638294047,2.8936840840419036,-78.93665390644203
0.000789,-131.40976255053658,3.3749863711691264,-81.99441240862743
0.0007894999999999999,-124.80746598526852,3.72802209381754,-84.37203795363791
0.00079,-117.65100791744096,3.9676073315847233,-87.33775773269099
0.0007905,-110.14683365379716,4.125773050194711,-87.80133672568667
0.0007909999999999999,-102.4427358541908,4.191898701109023,-88.37961219450023
0.0007915,-94.7008497652642,4.1593545494306134,-86.62174774234246
0.000792,-87.07198249633183,4.051003804336243,-83.64207678183944
0.0007924999999999999,-79.6875484814152,3.9091003391737122,-80.81085554955942
0.000793,-72.60188299885904,3.7298657253931755,-75.25613661130308
0.0007934999999999999,-65.86055948162718,3.5518758899709004,-71.16820219816803
0.000794,-59.45379287450071,3.3843710592420804,-65.44349467230872
0.0007945,-53.371824955377434,3.176980811620254,-58.01799441757741
0.0007949999999999999,-47.65407602123002,3.0029397232157593,-51.46455761989978
0.0007955,-42.22976903499799,2.8565990263751115,-43.15534777240792
0.0007959999999999999,-37.0578140397323,2.730759939452463,-35.44867312241911
0.0007965,-32.095390106122245,2.6436802873407945,-28.02111529846095
0.000797,-27.246685712474832,2.602299148021113,-20.87478789267111
0.0007974999999999999,-22.432506880799693,2.599349148450954,-14.32927159375385
0.000798,-17.6309032597704,2.582904310277666,-6.594746231038773
0.0007985,-12.854830697156672,2.5827658501545954,1.1977651618080785
0.000799,-8.028291575724182,2.6323015171752884,5.389845611362248
0.0007995,-3.114989241075642,2.6703046513749142,9.899918402614489
0.0007999999999999999,1.8501293038325413,2.6912287833136976,11.506383710737007
0.0008005,6.847620409952778,2.7017430040221746,14.732034585618251
0.000801,11.834581132693007,2.678300945222492,19.679227552332204
0.0008014999999999999,16.763420125307736,2.644100918737902,21.92818097838259
0.000802,21.61088787412894,2.5858606560646975,21.77277459996447
0.0008024999999999999,26.314847898126935,2.484131456048798,18.931393815836334
0.000803,30.766648878690734,2.304166523927838,15.232231843909052
0.0008035,34.80653164115941,2.046473894466975,11.644776543679248
0.0008039999999999999,38.31111376256011,1.7356343583243574,10.648008708922976
0.0008045,41.212532298682774,1.4002231413302957,13.562928924044384
0.0008049999999999999,43.497944907626724,1.0747362778549798,19.222412208803895
0.0008055,45.21955434509524,0.7915365125527232,23.416068927533633
0.000806,46.45586179575671,0.5470156367280695,25.295059658812896
0.0008064999999999999,47.25546252220438,0.3173123615465327,22.781571772712002
0.000807,47.619997603066466,0.07095719811989393,18.521900673830466
0.0008075,47.491960069781854,-0.21220249937825497,17.20814412069001
0.000808,46.82629275144847,-0.5062228830341664,19.131316620048914
0.0008085,45.646083960250344,-0.7635991412478964,18.630466798923678
0.0008089999999999999,43.99831467398431,-1.0137173872593133,16.257059979278303
0.0008095,41.89837592789457,-1.2525721576480326,13.931091209910761
0.00081,39.371653647289875,-1.4716991868704385,11.987470966438726
0.0008104999999999999,36.44305843264695,-1.6887941515361649,8.951101860866256
0.000811,33.12191979252512,-1.902634868965687,6.509439947114899
0.0008114999999999999,29.416211761825657,-2.0982208522061856,3.6011169172824546
0.000812,25.363305229056582,-2.275255319601441,1.1063342554362605
0.0008125,21.001703307989857,-2.4292488210627763,0.07382809204016826
0.0008129999999999999,16.389434424498628,-2.5448412746886664,-0.7644120432893203
0.0008135,11.600663822939214,-2.6157432134341843,-2.4353651941260024
0.0008139999999999999,6.709398316195582,-2.655681658006652,-4.349861605782951
0.0008145,1.7779198521595116,-2.669147709819418,-6.408763157628126
0.000815,-3.1470463901434123,-2.6559953585803813,-9.090924076258776
0.0008154999999999999,-8.030529718149657,-2.6127596282758234,-11.21414133281824
0.000816,-12.811687467033867,-2.5365405081202677,-9.521615170924807
0.0008165,-17.404863766030157,-2.4154422234504698,-6.226407911469508
0.0008169999999999999,-21.709325992593385,-2.2319537149516666,-3.3156211089949017
0.0008175,-25.608147832844157,-1.9688671821423662,0.3166897705883528
0.0008179999999999999,-28.955550456847085,-1.634612667412486,3.726286563103342
0.0008185,-31.604264616855637,-1.21777579406438,9.087863787765757
0.000819,-33.441143819993016,-0.7600938661665796,14.93989085127879
0.0008194999999999999,-34.404552364762154,-0.26902699906200966,20.10022740687826
0.00082,-34.39464159943101,0.2835095175550102,24.466080145128323
0.0008204999999999999,-33.3372962474933,0.8600946423660354,24.483167075232316
0.000821,-31.23551422538474,1.3969497629366867,20.635051792868033
0.0008215,-28.22701617816154,1.8451119961483657,14.27608063187273
0.0008219999999999999,-24.487903606900133,2.1795203811485613,9.356247885624994
0.0008225,-20.198726136259683,2.4285316865043534,9.901024536032185
0.000823,-15.504580704818874,2.6355281463658775,16.109605873046426
0.0008235,-10.429483556247007,2.843909695934014,24.05553673412419
0.000824,-4.957181698842526,3.07636283358191,31.15404862376971
0.0008244999999999999,0.971032167366557,3.3191010952140916,33.35280219139625
0.000825,7.302864159476807,3.516282886873963,32.6411133766542
0.0008255,13.932132861924433,3.6294115914181417,29.636347699478232
0.0008259999999999999,20.682789868371067,3.6296249948268016,25.13749809991282
0.0008265,27.318747167622572,3.515076007546187,20.2282346726458
0.0008269999999999999,33.623151044644864,3.2760779541790774,13.78513836469798
0.0008275,39.394760885481034,2.944613004708902,4.2595770076432125
0.000828,44.47188356204225,2.5094978653489917,-3.975856733828118
0.0008284999999999999,48.57012940044361,1.8953995313829088,-12.752786054896436
0.000829,51.440797082883705,1.1946627583964362,-19.171981871061455
0.0008294999999999999,52.96025875143693,0.44026521981016953,-20.700864866047716
0.00083,53.077569211880956,-0.3084741886875111,-24.12454823242962
0.0008305,51.8067344267377,-1.0731173412975297,-32.761159033330806
0.0008309999999999999,49.074314610071006,-1.878728508141612,-41.27807590385598
0.0008315,44.8209069526491,-2.718519647688409,-45.22307833339127
0.000832,39.031250713384935,-3.520593358503155,-44.46325407199424
0.0008325,31.832297151407232,-4.242782873566019,-44.871940416507606
0.000833,23.344206298168174,-4.942609646157307,-44.82496200086964
0.0008334999999999999,12.404278126700566,-7.2622412079530765,-45.31859768415012
0.000834,-3.259043793796552,-9.369403173902974,-44.54313793808343
0.0008345,-21.152927103794646,-9.654480498857884,-39.056173742392325
0.0008349999999999999,-37.7617226688872,-8.025723994489708,-35.77696620531657
0.0008355,-50.48399525849476,-5.756015742688785,-32.74046221330294
0.0008359999999999999,-59.80727765081826,-4.5456987709090235,-28.287799094767255
0.0008365,-67.7642460694406,-4.028274583461228,-21.788985602223683
0.000837,-74.66346883948637,-3.4268415374894743,-15.177447625212091
0.0008374999999999999,-80.35206902806613,-2.7071790117279644,-8.93424664184785
0.000838,-84.62437748287567,-1.883528317376737,-4.023679410261197
0.0008384999999999999,-87.30054180026,-1.0040981394243689,0.4004068846944625
0.000839,-88.32078384069594,-0.09583398795544144,3.9651900801256073
0.0008395,-87.66076912204076,0.8118493543708886,7.924489351532701
0.0008399999999999999,-85.29872685144502,1.7377672284886587,11.039640518473943
0.0008405,-81.23965593185153,2.6395763927066658,14.240556192353267
0.000841,-75.54209948051803,3.5093980228420207,17.649312167830786
0.0008414999999999999,-68.2703644201455,4.333682669365204,22.766627276378628
0.000842,-59.38933655695052,5.525790117333453,26.55749719677203
0.0008424999999999999,-45.09117594933872,9.923297576822584,26.6812063778001
0.000843,-23.978682374210127,12.460122347823965,27.88318107985589
0.0008435,-0.4140118142975808,12.617402664254504,27.184223847276886
0.0008439999999999999,21.537595326503478,10.852967087011876,24.328275664201193
0.0008445,38.98216839543576,7.8561656424167285,20.92735893686378
0.0008449999999999999,50.6541201798442,5.114286957385993,19.283750558134727
0.0008455,59.47238471624134,4.456078004469404,15.729985832769797
0.000846,67.12993896356015,3.8099901908849976,18.552548486891446
0.0008464999999999999,73.58194748785766,3.1567038405792736,24.73251016385739
0.000847,78.82096085315283,2.50177043533667,30.875924478484308
0.0008475,82.89329446707762,1.9023521463926498,36.15256231837361
0.000848,85.90453099787774,1.3717544382084488,41.3442686960219
0.0008485,87.97318391416275,0.8638861751357054,47.15555141591533
0.0008489999999999999,89.15812030564022,0.43305637448489787,53.794022053601296
0.0008495,89.61881302134242,0.0684970336871712,60.737962793561294
0.00085,89.46394935761451,-0.22877445615524183,66.7518236391979
0.0008504999999999999,88.82404813817986,-0.44625122417496665,71.13695073946363
0.000851,87.85067618826886,-0.6028983727891027,74.02664783149392
0.0008514999999999999,86.62169704115212,-0.715108355635526,76.2567962555748
0.000852,85.2254238620417,-0.7867424793204509,80.33196080581723
0.0008525,83.75287905749123,-0.7929681397734404,83.63297765223628
0.0008529999999999999,82.31041964839999,-0.7650983637418983,80.63049980025943
0.0008535,80.90821478912177,-0.7523841122182864,77.62217594965438
0.0008539999999999999,79.50463790658915,-0.765119365497631,75.34340922682847
0.0008545,78.0731478800592,-0.7813055302654858,72.83917076263195
0.000855,76.59286761929471,-0.817084991355216,70.0949847183222
0.0008554999999999999,75.05232151651555,-0.8509137217462481,69.9941149269142
0.000856,73.46856339045173,-0.8582641868334158,71.63612510417819
0.0008565,71.88760641056733,-0.8395768576717676,71.77169362626526
0.000857,70.36001856282093,-0.8079991517035794,71.44946691691041
0.0008575,68.90148038077311,-0.7661247169168028,68.26421306415156
0.0008579999999999999,67.49725055153841,-0.762393644861439,61.5107184062444
0.0008585,66.04869818848057,-0.8111349785471952,53.863962111038816
0.000859,64.4475994772662,-0.9252234285634771,48.974483164109444
0.0008594999999999999,62.62009400489516,-1.046854033503661,47.17331185049734
0.00086,60.57441015045814,-1.1600782135458865,47.292244172149495
0.0008604999999999999,58.340760870414094,-1.2469195666293524,49.169907380271084
0.000861,55.991080100446936,-1.2793920365005604,51.608306875162725
0.0008615,53.6181539242962,-1.2708224449051213,52.603866639520966
0.0008619999999999999,51.289563003060735,-1.2434960327347877,54.184665352649866
0.0008625,49.046793876453094,-1.1763588848002526,57.526541734417464
0.0008629999999999999,46.988231105195446,-1.0338858098122963,62.686548446585476
0.0008635,45.2542398477083,-0.8300377487863511,69.99942358587892
0.000864,43.98311711565357,-0.5248837398688937,78.16275258986872
0.0008644999999999999,43.348192941536496,-0.15235946467318845,86.42673886279158
0.000865,43.48820891403882,0.31951835405218065,95.45078608240068
0.0008655,44.55749701515784,0.8428299226329659,102.7241828189508
0.0008659999999999999,46.644055224423596,1.4126262596410923,106.53295256708532
0.0008665,49.77348708415808,1.9616522544474224,108.08455699403405
0.0008669999999999999,53.88176501805071,2.4662980865006445,106.8812663652721
0.0008675,58.86363069663033,2.9018988137515587,103.45171542402808
0.000868,64.58550878954262,3.2569195417963273,98.90454036627942
0.0008684999999999999,70.82483293016709,3.4610372605567283,92.60743806529675
0.000869,77.32505249901939,3.5398649800230544,84.66614324775443
0.0008694999999999999,83.87377308176562,3.4985565802418517,73.45313410921642
0.00087,90.12749095711854,3.228018280418596,62.919824313088164
0.0008705,95.74004741069167,2.816270162343577,53.19697974270003
0.0008709999999999999,100.50058972499541,2.3074666290463632,43.22179791253681
0.0008715,104.18119297927466,1.6495218950895447,35.86306092691259
0.0008719999999999999,106.54702572276804,0.8792441154486901,30.73972819661066
0.0008725,107.44431648384025,0.08497739988250075,22.91830548496499
0.000873,106.81614048773103,-0.7777475947934969,13.289609282220525
0.0008734999999999999,104.52735961642766,-1.6890555802989646,2.469859968665312
0.000874,100.50557331191087,-2.6632968648914552,-8.728141244337577
0.0008745,94.63759838662132,-3.6419112584214197,-17.182929389750917
0.0008749999999999999,86.95710892290798,-4.668630603077987,-24.499491912562977
0.0008755,75.64402899874287,-8.843938779968639,-32.37968938898713
0.0008759999999999999,53.494943357130346,-14.62055765349008,-42.908926277594205
0.0008765,22.985336849638458,-17.707019829782663,-52.094585686488614
0.000877,-10.576369502146123,-18.052776157203144,-61.93236268225607
0.0008774999999999999,-42.83405199051087,-16.401727547376836,-70.41903577325654
0.000878,-70.6264749328343,-13.406529805401359,-76.02864728073304
0.0008784999999999999,-92.08590020165772,-9.683420926486924,-78.22123151163444
0.000879,-106.48018805334081,-5.9862912095933725,-83.33213197716753
0.0008795,-116.16742056077008,-4.8373895261338875,-94.06068963566541
0.0008799999999999999,-124.68450331439404,-4.400622049061818,-102.9599187600241
0.0008805,-132.47205943489107,-4.003254522802577,-105.62364240722849
0.000881,-139.48344611157106,-3.5606326091218428,-103.81091271072196
0.0008815,-145.61893998726984,-3.055714264219837,-100.92587166188562
0.000882,-150.77096313472467,-2.4920738664244313,-98.39260137668413
0.0008824999999999999,-154.82925532006402,-1.880341756754081,-94.80096617878505
0.000883,-157.7071062008565,-1.230703091192532,-92.56391211396597
0.0008835,-159.34972921574993,-0.5419992354794102,-89.38724441522066
0.0008839999999999999,-159.6865997916188,0.18290668962290124,-84.34379299591376
0.0008845,-158.66047188801562,0.9239341949615423,-75.65613729490659
0.0008849999999999999,-156.23458235068034,1.720478632374951,-61.36915394796066
0.0008855,-152.22467657997186,2.6189963483252248,-46.84862160085327
0.000886,-146.44694149870313,3.636668422069263,-34.972774204918274
0.0008864999999999999,-138.75243508398947,4.684457836339556,-25.81823224225407
0.000887,-126.97039571635507,9.3171292389449,-21.82861202141558
0.0008874999999999999,-104.29880492922975,14.643775602931257,-20.80568585191049
0.000888,-74.78603786460546,16.681009910324235,-21.283091422640666
0.0008885,-44.434792059947426,15.62915774924017,-22.782908789078668
0.0008889999999999999,-18.154644337123592,12.51192446053117,-24.340251675372148
0.0008895,1.1223642433489402,8.248903871098914,-26.571937119376756
0.00089,12.842064814708182,4.918471576738933,-26.454300357552242
0.0008904999999999999,21.14985581777292,4.171055923773004,-25.66399524231004
0.000891,28.275026966353266,3.51824336842067,-25.04394734567392
0.0008914999999999999,34.158110049057875,2.831532088312947,-24.976057754646448
0.000892,38.75614990416893,2.1306574692305196,-24.18962478156173
0.0008925,42.05444993204365,1.4320114008073586,-22.074582469692672
0.0008929999999999999,44.060573893772414,0.7387068322507782,-21.866152338042827
0.0008935,44.7961509439269,0.05695309623738776,-23.518916006909834
0.0008939999999999999,44.260188270589246,-0.6361604772804399,-26.48868153198181
0.0008945,42.44374348440671,-1.3227311210825832,-32.26441686944905
0.000895,39.3476730574218,-2.0199723112320713,-39.67449515514951
0.0008954999999999999,34.950673830617376,-2.741348638907488,-46.76429204773841
0.000896,29.207576394265217,-3.4527735473137273,-50.91858018955538
0.0008964999999999999,22.186804734107543,-4.1244102774018705,-53.15133762149719
0.000897,13.94097537139239,-4.778821988140968,-53.81260507080704
0.0008975,3.951094754725519,-6.455817916202907,-52.327061739495385
0.0008979999999999999,-10.208653683924535,-8.604929107905795,-50.42778951558952
0.0008985,-26.80563557961058,-8.996639792101135,-47.84938988362454
0.000899,-42.59647377172939,-7.911142429469515,-45.257547311848114
0.0008994999999999999,-55.52257657468911,-5.980829676709558,-42.606706091871196
0.0009,-65.30328656531326,-4.878810169917641,-42.473081444801906
0.0009004999999999999,-73.88543058288703,-4.407293123451196,-47.51600430249396
0.000901,-81.6402904587785,-3.9655247325616005,-52.33332170070722
0.0009015,-88.57245415329254,-3.5177832881993707,-52.85015197091263
0.0009019999999999999,-94.63733486713838,-3.024982155406743,-49.892266257379234
0.0009025,-99.7335269043098,-2.4622653406164754,-43.97990605764364
0.0009029999999999999,-103.66234579773594,-1.764129494320031,-35.59174010076724
0.0009035,-106.23364466772023,-1.0049099247151103,-27.285796340893093
0.000904,-107.35275624004456,-0.19664954743487129,-19.87421569069933
0.0009044999999999999,-106.91169184926417,0.6793111150945481,-14.73344714115334
0.000905,-104.82122098969722,1.5890474854312353,-10.859485115415842
0.0009055,-101.05775724218196,2.456247546528441,-5.714773455688084
0.000906,-95.70856591622892,3.3294004861030575,1.4514526647536308
0.0009065,-88.72869848813379,4.203060258717469,7.681001869418619
0.0009069999999999999,-80.11989109651702,5.222782013556196,12.007395432069973
0.0009075,-66.5771536788128,9.756418315781831,15.76758465527471
0.000908,-44.93859783817071,13.199490196270208,19.38810221989172
0.0009084999999999999,-19.222339230514322,14.116132914502408,18.503075374459705
0.000909,5.868427860409229,12.65683402472933,11.909586129189675
0.0009094999999999999,26.354064242929855,9.285161776820495,3.24955352713114
0.00091,39.73917578668584,5.362036604120971,-7.27764994364715
0.0009105,48.5073269840871,4.328148299247953,-18.030078766028392
0.0009109999999999999,55.75269404204618,3.4640506151143513,-27.98864977489734
0.0009115,61.26271291311491,2.4770249909916133,-36.64421644583865
0.0009119999999999999,64.87755619579099,1.4125823000383664,-40.963634562327385
0.0009125,66.46973888661392,0.304759325225763,-42.91487473256546
0.000913,66.00838042013564,-0.7945633483752398,-43.25764911268414
0.0009134999999999999,63.553742044466155,-1.8545820564162894,-42.50565751500652
0.000914,59.20513065466436,-2.842398797582698,-43.116971040441726
0.0009145,53.08681938793491,-3.7449281224083966,-41.88423948432006
0.0009149999999999999,45.34444913468023,-4.590901303500191,-39.887478127643334
0.0009155,35.78063640330135,-6.226825894891934,-37.190732699712555
0.0009159999999999999,20.91064860578682,-9.667595319198465,-37.37901776393856
0.0009165,1.2640535593646463,-11.197989876911866,-40.63791218180407
0.000917,-19.52534875140555,-10.993148212315695,-42.116297039338946
0.0009174999999999999,-38.562552795227724,-9.37302157985928,-42.47071037321717
0.000918,-53.76720006005252,-7.021388079400294,-44.68845656337606
0.0009184999999999999,-64.81163621358421,-5.120350501822017,-47.99965952717082
0.000919,-73.6884395561415,-4.564598478180637,-49.34901634910454
0.0009195,-81.72563682635689,-4.112848357047176,-51.265628588750346
0.0009199999999999999,-88.90253466641359,-3.6304033719868842,-50.337290945762646
0.0009205,-95.15023697488343,-3.0979211493146375,-49.97405680033444
0.0009209999999999999,-100.36839359803727,-2.5195431547803917,-48.70843828241219
0.0009215,-104.46896411039964,-1.9033440313442915,-47.4026285304429
0.000922,-107.39043853782515,-1.2588743020447564,-45.243270938555575
0.0009224999999999999,-109.09783735750538,-0.5971603699975643,-44.05635769847957
0.000923,-109.58202595346495,0.06946237756657675,-43.38754643789359
0.0009235,-108.8450463110509,0.7272217690301565,-43.11708614882714
0.0009239999999999999,-106.91907709754653,1.3545037709530319,-44.30578796873844
0.0009245,-103.87089919543907,1.9326129987301672,-44.343634884852335
0.0009249999999999999,-99.79776491867695,2.4483749939319233,-44.95592292954772
0.0009255,-94.82739801266476,2.8941362243049022,-46.504059566606806
0.000926,-89.10188385723093,3.2670322110840404,-51.12198606744321
0.0009264999999999999,-82.78554739102997,3.5281055640586065,-60.697909050992905
0.000927,-76.14846872609887,3.6280438346417414,-68.99730153867625
0.0009274999999999999,-69.4605742813302,3.572221255628398,-70.49073581360227
0.000928,-62.97353979080802,3.4217362027661955,-68.60818086123011
0.0009285,-56.81548166573456,3.2273381178354215,-66.42091943960841
0.0009289999999999999,-51.05742243261098,2.9879067548913407,-64.73012938807418
0.0009295,-45.766491485522536,2.713722674576334,-62.728709464138305
0.0009299999999999999,-41.00055768059553,2.4283316663468915,-60.17210370197155
0.0009305,-36.77239745926538,2.137155352942697,-59.22136826836446
0.000931,-33.08180875844819,1.8470978257227304,-56.00355374109303
0.0009314999999999999,-29.937316196445632,1.5479878895782235,-50.53353511173691
0.000932,-27.321891113855216,1.2898317926594074,-43.49488368520957
0.0009325,-25.128239662222,1.0843468859156686,-35.940825714096476
0.0009329999999999999,-23.249122399812162,0.959532185850759,-28.63432734568155
0.0009335,-21.549557855824396,0.8838540498104425,-20.485476868446657
0.0009339999999999999,-19.912942742966287,0.8971575103784958,-12.00244400622411
0.0009345,-18.204509980509705,0.9531744525412982,-5.380110853154462
0.000935,-16.345058354882685,1.0616039000118949,-0.9536555877297597
0.0009354999999999999,-14.27044781334118,1.1773120437520093,3.6139396469681384
0.000936,-11.965179112478564,1.3164899726864978,10.103063956311225
0.0009364999999999999,-9.37335918177102,1.490550162459701,13.069158671348589
0.000937,-6.45287163422704,1.6575860958308006,12.007638765504122
0.0009375,-3.268792614428709,1.7722693248039036,10.670385815578044
0.0009379999999999999,0.08237446532335668,1.839450049738292,9.742642265468115
0.0009385,3.5183534264732703,1.8640766460663831,9.405515540492456
0.000939,6.963730153580746,1.8509668333952958,9.534989525224796
0.0009394999999999999,10.35251401424488,1.8041972303202405,10.053898480785241
0.00094,13.646984060150398,1.7486077124098713,12.548612241239443
0.0009404999999999999,16.805672930433985,1.6618915810877535,11.631312724179866
0.000941,19.75786697583118,1.520231706233132,8.227564527195875
0.0009415,22.416695082234728,1.3424401327144015,3.754322641606908
0.0009419999999999999,24.708717180658024,1.1176113182639609,-3.6422855758972146
0.0009425,26.47237224922972,0.7743980041571715,-10.278328000875604
0.0009429999999999999,27.539715012574614,0.37146680237063157,-12.592951899540779
0.0009435,27.85031773602174,-0.038478316078309094,-13.529948644970329
0.000944,27.394380681617154,-0.45284162577579934,-14.453697348581509
0.0009444999999999999,26.181771389254127,-0.8545452895826645,-17.981678503951215
0.000945,24.210623090993693,-1.274331851564162,-23.017671092354988
0.0009454999999999999,21.432770325527876,-1.7215599714556409,-28.479289455319922
0.000946,17.824199240689577,-2.178577812422411,-33.18671974457384
0.0009465,13.392455288062338,-2.6138987234615483,-34.287055308605005
0.0009469999999999999,8.197586518603828,-2.9879465163924754,-33.86591921241229
0.0009475,2.3693571076439017,-3.29606326290768,-35.20606927176558
0.000948,-3.9778962993809586,-3.544357158961439,-35.95305166209223
0.0009484999999999999,-10.720454134442118,-3.725420448746495,-34.65181307738336
0.000949,-17.726825598786405,-3.821421476414062,-29.91338999041328
0.0009494999999999999,-24.816563008345263,-3.808505570030495,-22.403190581532606
0.00095,-31.737163998792596,-3.657145625720908,-17.561159801748754
0.0009505,-38.26009737490758,-3.375019352614507,-16.1453388839305
0.0009509999999999999,-44.18789437920777,-3.010604923224633,-17.957368276758533
0.0009515,-49.41545030581889,-2.632990345557738,-20.278921781354605
0.0009519999999999999,-53.925555394363016,-2.23806647001574,-20.80006096737265
0.0009525,-57.67513617741451,-1.808941454223595,-18.91751036039395
0.000953,-60.60513944175622,-1.3441779667398324,-17.036326473337315
0.0009534999999999999,-62.647323816153055,-0.8565197035332037,-15.94307257918892
0.000954,-63.77443292214898,-0.35819867399596694,-15.21107031436172
0.0009544999999999999,-63.975705237260975,0.14223747678932397,-15.02916367613982
0.0009549999999999999,-63.25301936579503,0.6369098470960219,-11.766219039643255
0.0009555,-61.62303954235223,1.118762034496948,-11.07094380314984
0.0009559999999999999,-59.11721563183067,1.5815601358640847,-9.750309593284772
0.0009565,-55.79191030262497,2.002966591866832,-4.302867744941682
0.000957,-51.68246715080636,2.434135378710698,1.3234580364752482
0.0009574999999999999,-46.76591709667388,2.87546450505663,5.580520339350747
0.000958,-41.06473222195905,3.279526379609536,8.28931896887637
0.0009584999999999999,-34.63197460652358,3.6607065114866,10.76238913718884
0.000959,-27.542382689032703,3.985190249361366,14.389444824512696
0.0009595,-19.906819668379903,4.254191305364848,14.383288787671972
0.0009599999999999999,-11.852150457178226,4.444456874931423,15.602255231714262
0.0009605,-3.534331388652241,4.53170197582827,14.256801642410588
0.0009609999999999999,4.860209563608823,4.505094235040644,11.540702507354892
0.0009615,13.114572785663679,4.367253888771954,8.441491003531368
0.000962,21.0071156033234,4.135411506624031,5.8749259028707534
0.0009624999999999999,28.3919566593994,3.820579634290345,0.8846468057855396
0.000963,35.10144606524743,3.4181643868389195,-2.1746708012855094
0.0009635,40.98789030679967,2.9350775985945097,-1.1294242527655738
0.0009639999999999999,45.92871593426041,2.390934615121019,-1.9249769210872605
0.0009645,49.82936289664976,1.8148108557871059,-3.2382644772769194
0.0009649999999999999,52.63686503307579,1.2104882750564534,-5.392641089899045
0.0009655,54.29922797918222,0.5834162396595122,-6.6600672770629625
0.000966,54.78632777969221,-0.05443921080355718,-7.808359014676248
0.0009664999999999999,54.095730674251,-0.6881942824692899,-9.806088225395873
0.000967,52.252693097423716,-1.3000474272105076,-9.824448275422304
0.0009674999999999999,49.313185777115685,-1.8659085125390642,-5.935736143771147
0.000968,45.411563953950974,-2.340147732137895,-1.6721032167215562
0.0009685,40.71668839147175,-2.7215145893876715,2.7023392439468386
0.0009689999999999999,35.38758026879168,-3.0182831779108774,3.63754073482289
0.0009695,29.575240231336544,-3.2376188872256124,2.0665772351854943
0.0009699999999999999,23.422648390848714,-3.3855784027455265,1.9946261450971732
0.0009705,17.064948119985402,-3.465435378243085,5.40068111516578
0.000971,10.656188656913718,-3.441293068788844,9.604157580075576
0.0009714999999999999,4.388189869684011,-3.31414501721519,12.703520878145024
0.000972,-1.5697298213532385,-3.1046085832229293,14.480421765412729
0.0009725,-7.078579414254186,-2.8305909379022713,13.68332960173574
0.0009729999999999999,-12.029695325489364,-2.50728906373255,14.021616065089159
0.0009735,-16.344276848389086,-2.144598029536973,16.11354115090702
0.0009739999999999999,-19.949609930444197,-1.7424857391286466,17.085676993652555
0.0009745,-22.776583600562798,-1.3092145513942024,16.783818927703848
0.000975,-24.782868575064786,-0.8578907094265587,16.517409840669515
0.0009754999999999999,-25.953773693101674,-0.4058506855796542,15.399503753291743
0.000976,-26.302085806507808,0.027476062680086177,15.125867929490864
0.0009764999999999999,-25.849137559507398,0.45775921803907205,18.96800302164381
0.000977,-24.600930066764494,0.8861446227725461,22.516571879698823
0.0009774999999999999,-22.572806916417296,1.3029170595807176,24.24755878929874
0.000978,-19.79291103551294,1.6996254680797196,24.498074648929823
0.0009785,-16.302184690012815,2.0690829448004293,25.699723279199027
0.000979,-12.157006639070318,2.4028596002945566,26.248767741210585
